HymnsID	ValidationDropDownList	Hymnal	HymnNumber	FirstLine	Tune	Metre	Occasion	PD	EHNote	EHNote2
	string	HymnalCode	HymnNumber	string						
C66.Hymns	C66 Away in a manger	CH:Celebration Hymnal for Everyone	66	Away in a manger				*		
C660.Hymns	C660 Sleep, holy babe	CH:Celebration Hymnal for Everyone	660	Sleep, holy babe				*		
C661.Hymns	C661 Songs of thankfulness and praise	CH:Celebration Hymnal for Everyone	661	Songs of thankfulness and praise				*		
C662.Hymns	C662 Sons of God, hear his holy Word	CH:Celebration Hymnal for Everyone	662	Sons of God, hear his holy Word						
C663.Hymns	C663 Soul of my Saviour	CH:Celebration Hymnal for Everyone	663	Soul of my Saviour				*		
C664.Hymns	C664 Spirit of God, in the clear running water	CH:Celebration Hymnal for Everyone	664	Spirit of God, in the clear running water						
C665.Hymns	C665 Spirit of God within me	CH:Celebration Hymnal for Everyone	665	Spirit of God within me						
C666.Hymns	C666 Spirit of the living God	CH:Celebration Hymnal for Everyone	666	Spirit of the living God						
C667.Hymns	C667 Stand and stare not	CH:Celebration Hymnal for Everyone	667	Stand and stare not						
C668.Hymns	C668 Star of ocean, lead us	CH:Celebration Hymnal for Everyone	668	Star of ocean, lead us						
C669.Hymns	C669 Steal away to Jesus	CH:Celebration Hymnal for Everyone	669	Steal away to Jesus				*		
C67.Hymns	C67 Baptised in water, sealed by the Spirit	CH:Celebration Hymnal for Everyone	67	Baptised in water, sealed by the Spirit						
C670.Hymns	C670 Suffer little children	CH:Celebration Hymnal for Everyone	670	Suffer little children						
C671.Hymns	C671 Sing a new church	CH:Celebration Hymnal for Everyone	671	Sing a new church						
C671.Hymns	C671 Summoned by the God who made us	CH:Celebration Hymnal for Everyone	671	Summoned by the God who made us						
C672.Hymns	C672 Surrexit Christus	CH:Celebration Hymnal for Everyone	672	Surrexit Christus						
C673.Hymns	C673 Sweet heart of Jesus	CH:Celebration Hymnal for Everyone	673	Sweet heart of Jesus				*		
C674.Hymns	C674 Sweet sacrament divine	CH:Celebration Hymnal for Everyone	674	Sweet sacrament divine				*		
C675.Hymns	C675 Sweet Saviour, bless us ere we go	CH:Celebration Hymnal for Everyone	675	Sweet Saviour, bless us ere we go				*		
C676.Hymns	C676 Take my hands	CH:Celebration Hymnal for Everyone	676	Take my hands						
C677.Hymns	C677 Take my life	CH:Celebration Hymnal for Everyone	677	Take my life				*		
C678.Hymns	C678 Take our bread, we ask you	CH:Celebration Hymnal for Everyone	678	Take our bread, we ask you						
C679.Hymns	C679 Take the word of God with you	CH:Celebration Hymnal for Everyone	679	Take the word of God with you						
C68.Hymns	C68 Battle is o’er	CH:Celebration Hymnal for Everyone	68	Battle is o’er						
C680.Hymns	C680 Take this moment	CH:Celebration Hymnal for Everyone	680	Take this moment						
C681.Hymns	C681 Tantum ergo	CH:Celebration Hymnal for Everyone	681	Tantum ergo				*		
C682.Hymns	C682 Taste and see	CH:Celebration Hymnal for Everyone	682	Taste and see						
C683.Hymns	C683 Te Deum laudamus	CH:Celebration Hymnal for Everyone	683	Te Deum laudamus				*		
C684.Hymns	C684 Tell out my soul	CH:Celebration Hymnal for Everyone	684	Tell out my soul						
C685.Hymns	C685 Thank you for giving me the morning	CH:Celebration Hymnal for Everyone	685	Thank you for giving me the morning						
C686.Hymns	C686 The angel Gabriel	CH:Celebration Hymnal for Everyone	686	The angel Gabriel				*		
C687.Hymns	C687 The bakerwoman	CH:Celebration Hymnal for Everyone	687	The bakerwoman						
C688.Hymns	C688 The Church’s one foundation	CH:Celebration Hymnal for Everyone	688	The Church’s one foundation				*		
C689.Hymns	C689 The coming of our God	CH:Celebration Hymnal for Everyone	689	The coming of our God				*		
C69.Hymns	C69 Be still, and know I am with you	CH:Celebration Hymnal for Everyone	69	Be still, and know I am with you						
C690.Hymns	C690 The day of resurrection	CH:Celebration Hymnal for Everyone	690	The day of resurrection				*		
C691.Hymns	C691 The day thou gavest	CH:Celebration Hymnal for Everyone	691	The day thou gavest				*		
C692.Hymns	C692 The first Nowell	CH:Celebration Hymnal for Everyone	692	The first Nowell				*		
C693.Hymns	C693 The gift of the Holy Spirit	CH:Celebration Hymnal for Everyone	693	The gift of the Holy Spirit						
C694.Hymns	C694 The God, whom earth, and sea, and sky	CH:Celebration Hymnal for Everyone	694	The God, whom earth, and sea, and sky				*		
C695.Hymns	C695 The green life rises from the earth	CH:Celebration Hymnal for Everyone	695	The green life rises from the earth						
C696.Hymns	C696 The head that once was crowned	CH:Celebration Hymnal for Everyone	696	The head that once was crowned				*		
C697.Hymns	C697 The heav’nly Word, proceeding forth	CH:Celebration Hymnal for Everyone	697	The heav’nly Word, proceeding forth				*		
C698.Hymns	C698 The King of glory comes	CH:Celebration Hymnal for Everyone	698	The King of glory comes						
C699.Hymns	C699 The King of love my shepherd is	CH:Celebration Hymnal for Everyone	699	The King of love my shepherd is				*		
C7.Hymns	C7 Abba, Abba, Father	CH:Celebration Hymnal for Everyone	7	Abba, Abba, Father						
C70.Hymns	C70 Be still and know that I am God (Iona)	CH:Celebration Hymnal for Everyone	70	Be still and know that I am God (Iona)						
C700.Hymns	C700 The King shall come when morning	CH:Celebration Hymnal for Everyone	700	The King shall come when morning				*		
C701.Hymns	C701 The kingdom of God	CH:Celebration Hymnal for Everyone	701	The kingdom of God						
C702.Hymns	C702 The Kingdom of Heaven is yours	CH:Celebration Hymnal for Everyone	702	The Kingdom of Heaven is yours						
C703.Hymns	C703 The light of Christ	CH:Celebration Hymnal for Everyone	703	The light of Christ						
C704.Hymns	C704 The cry of the poor	CH:Celebration Hymnal for Everyone	704	The cry of the poor						
C704.Hymns	C704 The Lord hears the cry of the poor	CH:Celebration Hymnal for Everyone	704	The Lord hears the cry of the poor						
C705.Hymns	C705 The Lord is my shepherd (Richards)	CH:Celebration Hymnal for Everyone	705	The Lord is my shepherd (Richards)						
C706.Hymns	C706 The Lord’s my shepherd (Irvive)	CH:Celebration Hymnal for Everyone	706	The Lord’s my shepherd (Irvive)				*		
C707.Hymns	C707 The Magnificat	CH:Celebration Hymnal for Everyone	707	The Magnificat						
C708.Hymns	C708 The Mass is ended	CH:Celebration Hymnal for Everyone	708	The Mass is ended						
C709.Hymns	C709 The Master came to bring good news	CH:Celebration Hymnal for Everyone	709	The Master came to bring good news						
C71.Hymns	C71 Be still and know that I am God (Anon)	CH:Celebration Hymnal for Everyone	71	Be still and know that I am God (Anon)				*		
C710.Hymns	C710 The prophet, in his hunger	CH:Celebration Hymnal for Everyone	710	The prophet, in his hunger						
C711.Hymns	C711 The race that long in darkness	CH:Celebration Hymnal for Everyone	711	The race that long in darkness						
C712.Hymns	C712 The royal banners forward go	CH:Celebration Hymnal for Everyone	712	The royal banners forward go				*		
C713.Hymns	C713 The seed is Christ’s	CH:Celebration Hymnal for Everyone	713	The seed is Christ’s				*		
C714.Hymns	C714 The Spirit is moving	CH:Celebration Hymnal for Everyone	714	The Spirit is moving						
C715.Hymns	C715 Thanks be to God	CH:Celebration Hymnal for Everyone	715	Thanks be to God						
C716.Hymns	C716 The Spirit of the Lord	CH:Celebration Hymnal for Everyone	716	The Spirit of the Lord				*		
C717.Hymns	C717 The Virgin Mary had a baby boy	CH:Celebration Hymnal for Everyone	717	The Virgin Mary had a baby boy				*		
C718.Hymns	C718 The voice of God goes out through the world	CH:Celebration Hymnal for Everyone	718	The voice of God goes out through the world						
C719.Hymns	C719 The wandering flock of Israel	CH:Celebration Hymnal for Everyone	719	The wandering flock of Israel						
C72.Hymns	C72 Be still, for the presence of the Lord	CH:Celebration Hymnal for Everyone	72	Be still, for the presence of the Lord						
C720.Hymns	C720 More desired than gold	CH:Celebration Hymnal for Everyone	720	More desired than gold						
C720.Hymns	C720 The word of God is more desired than gold	CH:Celebration Hymnal for Everyone	720	The word of God is more desired than gold						
C721.Hymns	C721 There is a green hill far away	CH:Celebration Hymnal for Everyone	721	There is a green hill far away				*		
C722.Hymns	C722 There is a river that flows from God above	CH:Celebration Hymnal for Everyone	722	There is a river that flows from God above						
C723.Hymns	C723 There is a world	CH:Celebration Hymnal for Everyone	723	There is a world						
C724.Hymns	C724 There is one thing I ask	CH:Celebration Hymnal for Everyone	724	There is one thing I ask						
C725.Hymns	C725 There lived a man	CH:Celebration Hymnal for Everyone	725	There lived a man						
C726.Hymns	C726 Stay awake	CH:Celebration Hymnal for Everyone	726	Stay awake						
C726.Hymns	C726 There will be signs upon the sun	CH:Celebration Hymnal for Everyone	726	There will be signs upon the sun						
C727.Hymns	C727 They hung him on a cross	CH:Celebration Hymnal for Everyone	727	They hung him on a cross				*		
C728.Hymns	C728 Thine be the glory	CH:Celebration Hymnal for Everyone	728	Thine be the glory				*		
C729.Hymns	C729 This day God gives me	CH:Celebration Hymnal for Everyone	729	This day God gives me						
C73.Hymns	C73 Be still, my soul	CH:Celebration Hymnal for Everyone	73	Be still, my soul				*		
C730.Hymns	C730 This is my body, broken for you	CH:Celebration Hymnal for Everyone	730	This is my body, broken for you						
C731.Hymns	C731 This is the day	CH:Celebration Hymnal for Everyone	731	This is the day						
C732.Hymns	C732 This is my will, my one command	CH:Celebration Hymnal for Everyone	732	This is my will, my one command						
C733.Hymns	C733 This is the image of the Queen	CH:Celebration Hymnal for Everyone	733	This is the image of the Queen				*		
C734.Hymns	C734 This is what Yahweh asks of you	CH:Celebration Hymnal for Everyone	734	This is what Yahweh asks of you						
C735.Hymns	C735 This joyful Eastertide	CH:Celebration Hymnal for Everyone	735	This joyful Eastertide				*		
C736.Hymns	C736 This little light of mine	CH:Celebration Hymnal for Everyone	736	This little light of mine				*		
C737.Hymns	C737 Behold the Lamb of God (Willett)	CH:Celebration Hymnal for Everyone	737	Behold the Lamb of God (Willett)						
C737.Hymns	C737 Those who were in the dark	CH:Celebration Hymnal for Everyone	737	Those who were in the dark						
C738.Hymns	C738 Thou whose almighty Word	CH:Celebration Hymnal for Everyone	738	Thou whose almighty Word				*		
C739.Hymns	C739 Though the mountains may fall	CH:Celebration Hymnal for Everyone	739	Though the mountains may fall						
C74.Hymns	C74 Be thou my vision	CH:Celebration Hymnal for Everyone	74	Be thou my vision				*		
C740.Hymns	C740 Through all the changing scenes of life	CH:Celebration Hymnal for Everyone	740	Through all the changing scenes of life				*		
C741.Hymns	C741 Thy hand, O God, has guided	CH:Celebration Hymnal for Everyone	741	Thy hand, O God, has guided				*		
C742.Hymns	C742 To be the body of the Lord	CH:Celebration Hymnal for Everyone	742	To be the body of the Lord						
C743.Hymns	C743 To Christ the Lord of worlds we sing	CH:Celebration Hymnal for Everyone	743	To Christ the Lord of worlds we sing						
C744.Hymns	C744 To Christ, the Prince of Peace	CH:Celebration Hymnal for Everyone	744	To Christ, the Prince of Peace				*		
C745.Hymns	C745 To God be the glory	CH:Celebration Hymnal for Everyone	745	To God be the glory				*		
C746.Hymns	C746 To God with gladness sing	CH:Celebration Hymnal for Everyone	746	To God with gladness sing						
C747.Hymns	C747 To Jesus Christ, our sovereign King	CH:Celebration Hymnal for Everyone	747	To Jesus Christ, our sovereign King						
C748.Hymns	C748 To Jesus’ Heart all burning	CH:Celebration Hymnal for Everyone	748	To Jesus’ Heart all burning				*		
C749.Hymns	C749 To the name that brings salvation	CH:Celebration Hymnal for Everyone	749	To the name that brings salvation				*		
C75.Hymns	C75 Be thou my vision (anacrusic version)	CH:Celebration Hymnal for Everyone	75	Be thou my vision (anacrusic version)						
C750.Hymns	C750 Trust in the Lord	CH:Celebration Hymnal for Everyone	750	Trust in the Lord						
C751.Hymns	C751 Trust is in the eyes of a tiny babe	CH:Celebration Hymnal for Everyone	751	Trust is in the eyes of a tiny babe						
C752.Hymns	C752 Turn to me	CH:Celebration Hymnal for Everyone	752	Turn to me						
C753.Hymns	C753 Unite us, Lord, in peace	CH:Celebration Hymnal for Everyone	753	Unite us, Lord, in peace						
C754.Hymns	C754 Unless a grain of wheat	CH:Celebration Hymnal for Everyone	754	Unless a grain of wheat						
C755.Hymns	C755 Unto us is born a Son	CH:Celebration Hymnal for Everyone	755	Unto us is born a Son						
C756.Hymns	C756 Upon thy table	CH:Celebration Hymnal for Everyone	756	Upon thy table				*		
C757.Hymns	C757 Vaster far than any ocean	CH:Celebration Hymnal for Everyone	757	Vaster far than any ocean				*		
C758.Hymns	C758 Veni, Creator Spiritus	CH:Celebration Hymnal for Everyone	758	Veni, Creator Spiritus				*		
C759.Hymns	C759 Veni Sancte Spiritus	CH:Celebration Hymnal for Everyone	759	Veni Sancte Spiritus						
C76.Hymns	C76 Be with me, Lord (Joncas)	CH:Celebration Hymnal for Everyone	76	Be with me, Lord (Joncas)						
C760.Hymns	C760 Victimae paschali laudes	CH:Celebration Hymnal for Everyone	760	Victimae paschali laudes				*		
C761.Hymns	C761 Virgin, wholly marvellous	CH:Celebration Hymnal for Everyone	761	Virgin, wholly marvellous				*		
C762.Hymns	C762 Wait for the Lord	CH:Celebration Hymnal for Everyone	762	Wait for the Lord						
C763.Hymns	C763 Wake, O wake! with tidings thrilling	CH:Celebration Hymnal for Everyone	763	Wake, O wake! with tidings thrilling				*		
C764.Hymns	C764 Wake up! The dawn is near	CH:Celebration Hymnal for Everyone	764	Wake up! The dawn is near						
C765.Hymns	C765 Walk with me, oh my Lord	CH:Celebration Hymnal for Everyone	765	Walk with me, oh my Lord						
C766.Hymns	C766 We are bound for the promised land	CH:Celebration Hymnal for Everyone	766	We are bound for the promised land						
C767.Hymns	C767 We are gathering together unto him	CH:Celebration Hymnal for Everyone	767	We are gathering together unto him				*		
C768.Hymns	C768 Siyahamba	CH:Celebration Hymnal for Everyone	768	Siyahamba						
C768.Hymns	C768 We are marching in the light of God	CH:Celebration Hymnal for Everyone	768	We are marching in the light of God						
C769.Hymns	C769 We are one in the Spirit	CH:Celebration Hymnal for Everyone	769	We are one in the Spirit						
C77.Hymns	C77 Because the Lord is my shepherd	CH:Celebration Hymnal for Everyone	77	Because the Lord is my shepherd						
C770.Hymns	C770 We are your people	CH:Celebration Hymnal for Everyone	770	We are your people						
C771.Hymns	C771 We believe in God the Father (Kendrick)	CH:Celebration Hymnal for Everyone	771	We believe in God the Father (Kendrick)						
C772.Hymns	C772 We cannot measure	CH:Celebration Hymnal for Everyone	772	We cannot measure						
C773.Hymns	C773 We celebrate this festive day	CH:Celebration Hymnal for Everyone	773	We celebrate this festive day						
C774.Hymns	C774 Song of the Body of Christ	CH:Celebration Hymnal for Everyone	774	Song of the Body of Christ						
C774.Hymns	C774 We come to share our story	CH:Celebration Hymnal for Everyone	774	We come to share our story						
C775.Hymns	C775 We cry ‘Hosanna, Lord!’	CH:Celebration Hymnal for Everyone	775	We cry ‘Hosanna, Lord!’						
C776.Hymns	C776 We gather together as brothers and sisters	CH:Celebration Hymnal for Everyone	776	We gather together as brothers and sisters						
C777.Hymns	C777 We give God thanks	CH:Celebration Hymnal for Everyone	777	We give God thanks						
C778.Hymns	C778 We have a gospel to proclaim	CH:Celebration Hymnal for Everyone	778	We have a gospel to proclaim						
C779.Hymns	C779 We have been told	CH:Celebration Hymnal for Everyone	779	We have been told						
